datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
1,025|2021-10-22 00:00:00|2,021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,026|2021-10-23 00:00:00|2,021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|SAB|SÁBADO|OUT|OUTUBRO
1,027|2021-10-24 00:00:00|2,021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|DOM|DOMINGO|OUT|OUTUBRO
1,028|2021-10-25 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,029|2021-10-26 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|TER|TERÇA-FEIRA|OUT|OUTUBRO
1,030|2021-10-27 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1,031|2021-10-28 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1,032|2021-10-29 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,033|2021-10-30 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SAB|SÁBADO|OUT|OUTUBRO
1,034|2021-10-31 00:00:00|2,021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|DOM|DOMINGO|OUT|OUTUBRO
1,035|2021-11-01 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,036|2021-11-02 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,037|2021-11-03 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,038|2021-11-04 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,039|2021-11-05 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,040|2021-11-06 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|SAB|SÁBADO|NOV|NOVEMBRO
1,041|2021-11-07 00:00:00|2,021|11|4|2021-11-01 00:00:00|(01/11 A 07/11)|2021/11|11/2021|1|2021/11 1|DOM|DOMINGO|NOV|NOVEMBRO
1,042|2021-11-08 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,043|2021-11-09 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,044|2021-11-10 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,045|2021-11-11 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,046|2021-11-12 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,047|2021-11-13 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|SAB|SÁBADO|NOV|NOVEMBRO
1,048|2021-11-14 00:00:00|2,021|11|4|2021-11-08 00:00:00|(08/11 A 14/11)|2021/11|11/2021|2|2021/11 2|DOM|DOMINGO|NOV|NOVEMBRO
1,049|2021-11-15 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,050|2021-11-16 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,051|2021-11-17 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,052|2021-11-18 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,053|2021-11-19 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,054|2021-11-20 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|SAB|SÁBADO|NOV|NOVEMBRO
1,055|2021-11-21 00:00:00|2,021|11|4|2021-11-15 00:00:00|(15/11 A 21/11)|2021/11|11/2021|3|2021/11 3|DOM|DOMINGO|NOV|NOVEMBRO
1,056|2021-11-22 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,057|2021-11-23 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,058|2021-11-24 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,059|2021-11-25 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,060|2021-11-26 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,061|2021-11-27 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|SAB|SÁBADO|NOV|NOVEMBRO
1,062|2021-11-28 00:00:00|2,021|11|4|2021-11-22 00:00:00|(22/11 A 28/11)|2021/11|11/2021|4|2021/11 4|DOM|DOMINGO|NOV|NOVEMBRO
1,063|2021-11-29 00:00:00|2,021|11|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/11|11/2021|5|2021/11 5|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,064|2021-11-30 00:00:00|2,021|11|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/11|11/2021|5|2021/11 5|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,065|2021-12-01 00:00:00|2,021|12|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/12|12/2021|5|2021/11 5|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,066|2021-12-02 00:00:00|2,021|12|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/12|12/2021|5|2021/11 5|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,067|2021-12-03 00:00:00|2,021|12|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/12|12/2021|5|2021/11 5|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,068|2021-12-04 00:00:00|2,021|12|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/12|12/2021|5|2021/11 5|SAB|SÁBADO|DEZ|DEZEMBRO
1,069|2021-12-05 00:00:00|2,021|12|4|2021-11-29 00:00:00|(29/11 A 05/12)|2021/12|12/2021|5|2021/11 5|DOM|DOMINGO|DEZ|DEZEMBRO
1,070|2021-12-06 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,071|2021-12-07 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,072|2021-12-08 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,073|2021-12-09 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,074|2021-12-10 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,075|2021-12-11 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|SAB|SÁBADO|DEZ|DEZEMBRO
1,076|2021-12-12 00:00:00|2,021|12|4|2021-12-06 00:00:00|(06/12 A 12/12)|2021/12|12/2021|1|2021/12 1|DOM|DOMINGO|DEZ|DEZEMBRO
1,077|2021-12-13 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,078|2021-12-14 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,079|2021-12-15 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,080|2021-12-16 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,081|2021-12-17 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,082|2021-12-18 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|SAB|SÁBADO|DEZ|DEZEMBRO
1,083|2021-12-19 00:00:00|2,021|12|4|2021-12-13 00:00:00|(13/12 A 19/12)|2021/12|12/2021|2|2021/12 2|DOM|DOMINGO|DEZ|DEZEMBRO
1,084|2021-12-20 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,085|2021-12-21 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,086|2021-12-22 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,087|2021-12-23 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,088|2021-12-24 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,089|2021-12-25 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|SAB|SÁBADO|DEZ|DEZEMBRO
1,090|2021-12-26 00:00:00|2,021|12|4|2021-12-20 00:00:00|(20/12 A 26/12)|2021/12|12/2021|3|2021/12 3|DOM|DOMINGO|DEZ|DEZEMBRO
1,091|2021-12-27 00:00:00|2,021|12|4|2021-12-27 00:00:00|(27/12 A 02/01)|2021/12|12/2021|4|2021/12 4|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,092|2021-12-28 00:00:00|2,021|12|4|2021-12-27 00:00:00|(27/12 A 02/01)|2021/12|12/2021|4|2021/12 4|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,093|2021-12-29 00:00:00|2,021|12|4|2021-12-27 00:00:00|(27/12 A 02/01)|2021/12|12/2021|4|2021/12 4|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,094|2021-12-30 00:00:00|2,021|12|4|2021-12-27 00:00:00|(27/12 A 02/01)|2021/12|12/2021|4|2021/12 4|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,095|2021-12-31 00:00:00|2,021|12|4|2021-12-27 00:00:00|(27/12 A 02/01)|2021/12|12/2021|4|2021/12 4|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,096|2022-01-01 00:00:00|2,022|1|1|2021-12-27 00:00:00|(27/12 A 02/01)|2022/01|01/2022|4|2021/12 4|SAB|SÁBADO|JAN|JANEIRO
1,097|2022-01-02 00:00:00|2,022|1|1|2021-12-27 00:00:00|(27/12 A 02/01)|2022/01|01/2022|4|2021/12 4|DOM|DOMINGO|JAN|JANEIRO
1,098|2022-01-03 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,099|2022-01-04 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|TER|TERÇA-FEIRA|JAN|JANEIRO
1,100|2022-01-05 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,101|2022-01-06 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,102|2022-01-07 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,103|2022-01-08 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|SAB|SÁBADO|JAN|JANEIRO
1,104|2022-01-09 00:00:00|2,022|1|1|2022-01-03 00:00:00|(03/01 A 09/01)|2022/01|01/2022|1|2022/01 1|DOM|DOMINGO|JAN|JANEIRO
1,105|2022-01-10 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,106|2022-01-11 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|TER|TERÇA-FEIRA|JAN|JANEIRO
1,107|2022-01-12 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,108|2022-01-13 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,109|2022-01-14 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,110|2022-01-15 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|SAB|SÁBADO|JAN|JANEIRO
1,111|2022-01-16 00:00:00|2,022|1|1|2022-01-10 00:00:00|(10/01 A 16/01)|2022/01|01/2022|2|2022/01 2|DOM|DOMINGO|JAN|JANEIRO
1,112|2022-01-17 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,113|2022-01-18 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|TER|TERÇA-FEIRA|JAN|JANEIRO
1,114|2022-01-19 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,115|2022-01-20 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,116|2022-01-21 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,117|2022-01-22 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|SAB|SÁBADO|JAN|JANEIRO
1,118|2022-01-23 00:00:00|2,022|1|1|2022-01-17 00:00:00|(17/01 A 23/01)|2022/01|01/2022|3|2022/01 3|DOM|DOMINGO|JAN|JANEIRO
1,119|2022-01-24 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,120|2022-01-25 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|TER|TERÇA-FEIRA|JAN|JANEIRO
1,121|2022-01-26 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,122|2022-01-27 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,123|2022-01-28 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,124|2022-01-29 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|SAB|SÁBADO|JAN|JANEIRO
1,125|2022-01-30 00:00:00|2,022|1|1|2022-01-24 00:00:00|(24/01 A 30/01)|2022/01|01/2022|4|2022/01 4|DOM|DOMINGO|JAN|JANEIRO
1,126|2022-01-31 00:00:00|2,022|1|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/01|01/2022|5|2022/01 5|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,127|2022-02-01 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,128|2022-02-02 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,129|2022-02-03 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,130|2022-02-04 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,131|2022-02-05 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|SAB|SÁBADO|FEV|FEVEREIRO
1,132|2022-02-06 00:00:00|2,022|2|1|2022-01-31 00:00:00|(31/01 A 06/02)|2022/02|02/2022|5|2022/01 5|DOM|DOMINGO|FEV|FEVEREIRO
1,133|2022-02-07 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,134|2022-02-08 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,135|2022-02-09 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,136|2022-02-10 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,137|2022-02-11 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,138|2022-02-12 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|SAB|SÁBADO|FEV|FEVEREIRO
1,139|2022-02-13 00:00:00|2,022|2|1|2022-02-07 00:00:00|(07/02 A 13/02)|2022/02|02/2022|1|2022/02 1|DOM|DOMINGO|FEV|FEVEREIRO
1,140|2022-02-14 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,141|2022-02-15 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,142|2022-02-16 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,143|2022-02-17 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,144|2022-02-18 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,145|2022-02-19 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|SAB|SÁBADO|FEV|FEVEREIRO
1,146|2022-02-20 00:00:00|2,022|2|1|2022-02-14 00:00:00|(14/02 A 20/02)|2022/02|02/2022|2|2022/02 2|DOM|DOMINGO|FEV|FEVEREIRO
1,147|2022-02-21 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,148|2022-02-22 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,149|2022-02-23 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,150|2022-02-24 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,151|2022-02-25 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,152|2022-02-26 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|SAB|SÁBADO|FEV|FEVEREIRO
1,153|2022-02-27 00:00:00|2,022|2|1|2022-02-21 00:00:00|(21/02 A 27/02)|2022/02|02/2022|3|2022/02 3|DOM|DOMINGO|FEV|FEVEREIRO
1,154|2022-02-28 00:00:00|2,022|2|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/02|02/2022|4|2022/02 4|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,155|2022-03-01 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|TER|TERÇA-FEIRA|MAR|MARÇO
1,156|2022-03-02 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|QUA|QUARTA-FEIRA|MAR|MARÇO
1,157|2022-03-03 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|QUI|QUINTA-FEIRA|MAR|MARÇO
1,158|2022-03-04 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|SEX|SEXTA-FEIRA|MAR|MARÇO
1,159|2022-03-05 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|SAB|SÁBADO|MAR|MARÇO
1,160|2022-03-06 00:00:00|2,022|3|1|2022-02-28 00:00:00|(28/02 A 06/03)|2022/03|03/2022|4|2022/02 4|DOM|DOMINGO|MAR|MARÇO
1,161|2022-03-07 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|SEG|SEGUNDA-FEIRA|MAR|MARÇO
1,162|2022-03-08 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|TER|TERÇA-FEIRA|MAR|MARÇO
1,163|2022-03-09 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|QUA|QUARTA-FEIRA|MAR|MARÇO
1,164|2022-03-10 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|QUI|QUINTA-FEIRA|MAR|MARÇO
1,165|2022-03-11 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|SEX|SEXTA-FEIRA|MAR|MARÇO
1,166|2022-03-12 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|SAB|SÁBADO|MAR|MARÇO
1,167|2022-03-13 00:00:00|2,022|3|1|2022-03-07 00:00:00|(07/03 A 13/03)|2022/03|03/2022|1|2022/03 1|DOM|DOMINGO|MAR|MARÇO
1,168|2022-03-14 00:00:00|2,022|3|1|2022-03-14 00:00:00|(14/03 A 20/03)|2022/03|03/2022|2|2022/03 2|SEG|SEGUNDA-FEIRA|MAR|MARÇO
